title,rating
Finding the Fox,4.37
Assassin's Quest,4.17
Worlds' End,4.47
Cry Mercy,3.81
A Dance with Dragons: Dreams and Dust,4.35
The Thief's Gamble,3.65
The Journey of Desire: Searching for the Life We Always Dreamed of,4.05
The Cave,3.85
Calvin and Hobbes,4.6
The Grey King,4.17
Poetry and Short Stories by a Bipolar Girl,4.27
"The Complete Far Side, 1980–1994",4.68
Fancies and Goodnights,4.1
Cheri and The Last of Cheri,3.9
Plum Island,4.03
Cambridge IELTS 1 Academic,4.02
Generation Warriors,3.96
The Rape of the Lock,3.57
Deep World Fire,4.16
A Christmas Bond,4.16
Heaven's Net Is Wide,4.16
Who Will Tell the People: The Betrayal of American Democracy,4.16
The Twins' Big Pow-Wow,3.7
Messy Christmas,3.33
Carrion Comfort,3.9
Wintergirls,3.97
Fables of the Reconstruction,4.16
The End of Mr. Y,3.79
UR,3.7
Lust for Life,4.23
Still Life with Woodpecker,4.03
Kick-Ass,4.05
The Night Masquerade,4.05
Crow Lake,3.89
"Absolutely Everything!: A History of Earth, Dinosaurs, Rulers, Robots and Other Things Too Numerous to Mention",4.39
Keeper,4.0
Adi Parva - Churning of the Ocean,4.24
Drive,3.47
I've Got Your Number,3.94
Norse Mythology,4.08
Zootopia,4.08
The Prince of Tides,4.24
"Eat, Brains, Love",3.57
The Dragon's Mark,3.83
The Line,3.81
Armada,3.53
Myth-ing Persons,3.98
Man-Eaters of Kumaon,4.29
Virgins,4.07
Andorra,3.66
Within My Heart,4.27
Shades of Blood,4.13
This Dark Endeavor,3.83
A Door Near Here,4.0
Necropolis,4.14
The Secret Pearl,3.89
"Bloody Kiss, Vol. 01",4.1
The Crimson Campaign,4.36
Landing,3.41
Lady Here's Your Wreath,3.43
BU DONG (International English Edition): When Strange Things Become Familiar,5.0
The Adventures of Ook and Gluk: Kung Fu Cavemen from the Future,4.21
Mrs. Jeffries Plays the Cook,3.97
The Professor,3.57
Runemarks,3.74
The Lost: A Search for Six of Six Million,4.09
"xxxHolic, Vol. 5",4.3
Tales From the Vulgar Unicorn,3.86
Twisted,3.83
Legacy,3.7
Camille Claudel,4.0
The Iron Hand of Mars,4.07
Mistress,3.94
Prospero's Children,3.83
The Holy Road,3.72
Stag's Leap: Poems,4.13
Takedown,4.27
My Love Lies Bleeding,3.96
It Happened One Autumn,4.14
Little Conversations,3.93
Going Bovine,3.64
Reaper's Stand,4.31
Dragonsong,4.21
Fin-de-Siècle Vienna: Politics and Culture,4.09
A Spool of Blue Thread,3.42
One Night in Doom House,3.92
The Extraordinary Education of Nicholas Benedict,4.36
The King of Elfland's Daughter,3.84
The Empress,3.84
The Triskele,4.39
The Other Crowd,3.75
Jedi Under Siege,3.66
The Human Race,4.16
Heaven Sent,4.24
The Stolen Chapters,4.25
Digital Photography,5.0
Forgotten Lore: Volume II,4.1
Nightfall and Other Stories,4.28
"Wytches, Volume 1",3.81
Consumed,4.02
Summary of You Can Heal Your Life: by Louise L. Hay | Includes Analysis,5.0
The Third Wedding,4.18
Born of Shadows,4.37
A World Without Islam,3.98
Jovah's Angel,3.95
Dying to get to Oklahoma,5.0
"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",4.51
The Tale of Genji,3.72
Aaron,4.11
Barabbas,3.84
Cafe Europa: Life After Communism,3.89
The Vanishing,3.36
The Gift of Therapy: An Open Letter to a New Generation of Therapists and Their Patients,4.28
The Facts and Fictions of Minna Pratt,4.01
Jurassic Park / The Lost World,4.22
Love & Gelato,4.11
Jacob Two-Two Meets the Hooded Fang,3.9
A Clearing in the Distance: Frederick Law Olmsted and America in the 19th Century,4.02
Plato and a Platypus Walk Into a Bar: Understanding Philosophy Through Jokes,3.77
Captain America: Winter Soldier,4.32
Taking What's His,3.63
Over My Dead Body,4.12
Dreamlander,4.08
The Story of Art,3.93
Eulalia!,4.09
Claim to Fame,3.54
Broken Vessels: Essays,4.32
Under the Net,3.77
Earning the Cut,3.8
Milkman,3.56
"Listening to the Land: Conversations about Nature, Culture and Eros",4.19
The Truth About Keeping Secrets,3.95
"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",4.32
Evvie Drake Starts Over,3.86
Bubbe Isabella and the Sukkot Cake,3.61
Dream of the Red Chamber,4.14
The Righteous Mind: Why Good People Are Divided by Politics and Religion,4.21
Cassandra the Lucky,4.26
I Killed A Black Man: The Sad Reality of why Black Men kill One Another,5.0
The Missing Link,4.18
Sweet Legacy,3.98
Hocus Pocus,3.83
Wilder Girls,3.57
The Night Drifter,3.82
Warrior's Return,4.2
The Jester,3.8
MILA 2.0,3.69
Inheritance,4.1
The Horror in the Museum,3.94
Dragon Rider,3.97
The Sonnets and A Lover's Complaint,4.25
Broca's Brain: Reflections on the Romance of Science,4.04
Into the Arms of Strangers: Stories of the Kindertransport,4.22
Personal,3.95
"Burning Entrepreneur: How to Launch, Fund, and Set Your Startup on Fire",3.78
Venus Aqueous: Book 1,5.0
Battlefield Of The Mind: Winning The Battle In Your Mind,4.34
Horror Collection: Room 13 and Inside the Worm,4.15
Mother,3.95
A Sky Beyond the Storm,4.25
Experiencing God: Knowing and Doing the Will of God: Workbook,4.34
Super Sons #8,3.94
Sophie's World,3.93
Attack of the BULLIES,4.35
Chasing Magic,4.2
A Stroke Of Luck,3.86
Haunted,3.8
The Facts in the Case of M. Valdemar,3.75
First,4.15
Behold the Man,3.78
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street,4.46
52 Reasons to Hate My Father,3.86
Watchers of the Night,3.75
Invitation Only,3.96
The Bone Cage,3.51
Percy Jackson & the Olympians: The Ultimate Guide,4.1
"The Walking Dead, Vol. 14: No Way Out",4.32
The Rhesus Chart,4.18
Troublesome Creek,3.98
Mud City,3.96
"Pet Shop of Horrors, Volume 9",4.4
Forever Black,3.98
تاريخ الفكر الأوروبي الحديث 1601 - 1977م,4.14
Guess How Much I Love You,4.37
Kissing Steel,4.03
Black Boy,4.07
Damage Report,4.33
Faustus,3.24
Numerology,3.3
The Selected Works of T.S. Spivet,3.87
Kildar,4.17
"Moe Kare!!, Vol. 04",4.2
Dombey and Son,3.93
Firefly Summer,3.91
Sleeping through the Beauty,4.43
The Girl From America,5.0
Curse of The Salute,4.06
"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery",4.33
The Secret Island,4.2
Ask My Mood Ring How I Feel,4.07
Do Not Ask,4.42
The Vision and Art of Shinjo Ito,5.0
Skeletons Don't Play Tubas,3.74
"Mr. Cavendish, I Presume",3.56
Shadow's Fall,4.09
Oscar Wilde,4.06
The Body of Christopher Creed,3.85
The Worst Witch All at Sea,4.01
The Boy in the Striped Pajamas,4.15
The Poet,4.2
The Ferryman Institute,3.72
Fighting Silence,4.21
Catching Fire: The Official Illustrated Movie Companion,4.52
The Heptameron,3.65
Swallows and Amazons for Ever,4.09
The Death House,3.65
A Sweet Disorder,3.61
Consumed,4.17
"God's Promises For You: Divine Promises and Affirmations For Your Success, All-round Prosperity and Total Well-being",4.14
The Last Empress,3.82
Doctor Who: The Feast of the Drowned,3.68
Millions,3.67
Sought,3.92
Stupid and Contagious,3.84
"The Elements of Ritual: Air, Fire, Water & Earth in the Wiccan Circle",4.2
Paws and Whiskers,3.63
A Scandalous Affair,3.55
Ominous,3.97
Trust in Advertising,3.89
The Island of the Day Before,3.47
The Descent of Woman,4.16
The Night Circus,4.03
Gideon's Spies: The Secret History of the Mossad (Updated),3.93
Rock Chick,4.18
The Underwriting,3.69
Twin of Ice,3.97
Cinderellis and the Glass Hill,3.81
As Darkness Falls,4.1
The Age of Reason,4.12
Michelangelo and the Pope's Ceiling,3.77
The Beach House,4.22
Charlotte Street,3.52
The Secret Place,3.85
"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume I: Strategic Play",4.24
Frances: The Remarkable Story of Princess Diana's Mother,3.74
The Killings At Badger's Drift,3.95
Caught in the Web: A Tale of Tudor Times,4.18
Rebekah,3.84
The Right Stuff,4.23
Shade's Children,3.9
Immediatism,3.99
The Best of Myles,4.23
Nothing Like the Sun,3.79
The Woman Destroyed,4.04
The Glass Room,3.91
Athena the Wise,4.28
Pretty Girls Dancing,4.03
Forgiven,4.41
Open Book,4.13
Legacy of Kings,4.0
Prophecy: Dark Moon Rising,4.32
The 100,3.57
Twenty Thousand Leagues Under the Sea / The Mysterious Island / Journey to the Centre of the Earth / Around the World in Eighty Days,4.12
Timothy of the Cay,3.8
Caine Black Knife,4.06
The Library of Babel,4.44
Bigfoot: I Not Dead,4.21
Frostbite,4.27
Magic in the Shadows,4.03
The Birthday of the World and Other Stories,4.3
Always Consumed,4.03
The Gulag Archipelago 1918–1956,4.27
Locked Rooms,4.26
American Gods,4.11
Dove,4.18
"New X-Men, Volume 4: Riot at Xavier's",4.06
The Desert Spear,4.2
Demon of Undoing,4.14
Alan Turing: The Enigma,3.78
The science of secrecy: The secret history of codes and codebreaking,4.2
Administrative Control,4.17
The Grand Weaver: How God Shapes Us Through the Events of Our Lives,4.24
When Titans Clashed: How the Red Army Stopped Hitler,4.14
The Zahir,3.57
The Blue Knight,3.88
They Cage the Animals at Night,4.32
Covet,4.12
War Is a Force That Gives Us Meaning,4.16
The Brown House,4.16
Elric at the End of Time,3.85
Freewill,3.92
The Dance of Death,4.31
On the Reliability of the Old Testament,4.32
Shadow Country,4.05
A Newborn Business: Esports,4.48
Prince Of Lost Places,3.66
A Summons to Memphis,3.66
Selena Gomez: Day by Day with,4.24
Stuart Little,3.9
Stirring Up Strife,3.64
Witness,3.75
Moon: The Life and Death of a Rock Legend,4.18
The Makioka Sisters,4.03
Diamond Mask,4.2
True Believer,3.81
Destined,4.18
Under the Highlander's Spell,3.99
Locked Inside,3.69
A Lady by Midnight,3.9
Calico Captive,3.96
Why Your Flight Attendant Hates You,3.18
The Margrave,3.98
Thunder of Heaven,4.16
Winter's Tales,3.9
Touchstone,3.81
"Death Note, Vol. 7: Zero",4.44
Joe DiMaggio: The Hero's Life,3.96
Guardian Angel,4.15
The Secret Magdalene,4.07
The Ladies' Paradise,4.0
Official Book Club Selection: A Memoir According to Kathy Griffin,3.79
Beelzebub's Tales to His Grandson,4.12
Hands of Flame,3.97
Louder Than a Whisper: Clearer Than a Bell,4.71
White Hot,3.93
Oranges Are Not the Only Fruit,3.73
Evidence Not Seen: A Woman's Miraculous Faith in the Jungles of World War II,4.55
The Pearl Wars,3.66
In Search of Our Mother's Gardens,4.26
Fragile,4.01
Dream Traveler,5.0
Code: Version 2.0,3.94
First Impressions,4.19
This Changes Everything,3.75
Sidney Sheldon's After the Darkness,3.89
The Sisterhood of the Traveling Pants,3.8
Labyrinth,3.91
Timeless,3.84
Zero Repeat Forever,3.98
Measuring Up,3.88
A Father's Promise,4.21
All the Waters of the Earth,4.17
Aurora,3.75
Saving Abel,4.02
The Magicians' Guild,3.94
Hereward,3.78
The Buried Giant,3.52
Dry Storeroom No. 1: The Secret Life of the Natural History Museum,3.72
Eyes Wide Open,4.14
Children in the Night,3.98
Ghost Roads,4.01
The Shadowhand Covenant,4.23
The Divided Earth,4.36
Terrorism: Theirs & Ours,4.15
"Maximum Ride, Vol. 1",4.25
Quantos Rising,4.8
How to Talk to a Liberal (If You Must): The World According to Ann Coulter,3.31
Nightkeepers,3.8
The Macarthur Study Bible: New American Standard Bible,4.76
King Leopold's Ghost,4.15
The Dirty Dozen,4.01
Before We Were Yours,4.37
In Praise of the Stepmother,3.43
Flesh and Blood,4.02
Things The Grandchildren Should Know,4.27
Tigers In The Mud: The Combat Career of German Panzer Commander Otto Carius,4.06
Perfect Agreement,3.46
Kim,3.72
Chainfire,3.93
Neil Flambé and the Toyko Treasure,4.28
Solar Arc Directions,4.63
"Green River, Running Red: The Real Story of the Green River Killer - America's Deadliest Serial Murderer",3.96
Her Name in the Sky,4.25
Bloodlines,4.2
The Fall of Berlin 1945,4.3
The River of Doubt: Theodore Roosevelt's Darkest Journey,4.16
Fancy White Trash,3.81
Graystripe's Adventure,4.46
The Farseer Trilogy,4.37
Pucked,4.0
Shadow of the Hegemon,3.95
The Wreck of the Zanzibar,3.74
The Book of Jerusha: Rising,4.5
Sam's Journal,3.59
Mr. Midshipman Hornblower,4.15
Manifestoes of Surrealism,3.9
Lady of Devices,3.79
The Demon's Surrender,4.0
Searching for Amber,4.4
Hard Wired: A Crash Course in Small College Football,3.73
"Captain Marvel, Volume 1: In Pursuit of Flight",3.86
I Spy Christmas: Three Christmas Plays Plus a Candlelight Service,4.67
Powers,3.56
The Princetta,3.59
Mysteria,3.73
Blue Mimosa,4.17
And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,4.1
Like Dandelion Dust,4.23
The Art of Peace,4.23
Knife of Dreams,4.14
Frostbite,4.3
Soppy,4.26
Finding You,4.04
Ocean's Daughter,3.65
L'eredità della spada,4.33
Dangerous Angels,4.24
Diary of a Fly,4.19
Two Hundred Years Together,3.92
Bleeding Violet,3.62
Death Star,3.83
The Bookstore,3.08
Waiting to Live,4.36
Treachery in Death,4.46
The Fate of the Artist,3.35
Forever Too Far,4.22
Twelve Sharp,4.15
Fluent Forever: How to Learn Any Language Fast and Never Forget It,4.19
Introduction to the Philosophy of Science,4.0
Velveteen,3.58
Jesus' Son,4.1
The Giants Novels,4.21
The Man of My Dreams,3.58
Friends vs. Family,4.37
Friday's Child,3.95
"Space Cadet (Heinlein's Juveniles, #2)",3.82
Key of Knowledge,4.11
The Lighthouse Land,3.59
Incorruptible Vol. 1,3.72
Counternarratives,4.19
Death is No Sportsman,3.77
The Tripods Boxed Set of 4,4.27
Eona: The Last Dragoneye,4.11
Sword-Singer,4.05
"Throwim Way Leg: Tree-Kangaroos, Possums, and Penis Gourds",4.08
Vienna Prelude,4.31
A Monstrous Regiment of Women,4.03
Fractured Heart,4.8
Silent Covenants: Brown v. Board of Education and the Unfulfilled Hopes for Racial Reform,4.27
Circle of Stones,3.27
Pushed,3.76
The House of Wisdom: How Arabic Science Saved Ancient Knowledge and Gave Us the Renaissance,3.91
He Shall Have Dominion: A Postmillennial Eschatology,4.35
Catch Your Death,3.68
The Secrets to Ebook Publishing Success,4.05
The Devoted Friend,3.86
Stephen Colbert and Philosophy: I Am Philosophy,3.63
Forest song,4.27
This Side of Brightness,3.86
Beer in the Snooker Club,3.97
Kilmeny of the Orchard,3.68
Skipping Christmas,3.5
Sleeping in Flame,4.05
Dark Passage,4.19
Zoobreak,3.95
One Good Turn,3.82
The Face on the Milk Carton,3.72
Leonardo da Vinci,4.14
"For Colored Boys Who Have Considered Suicide When the Rainbow is Still Not Enough: Coming of Age, Coming Out, and Coming Home",4.28
Time Management: How to Maximize Your 24-Hour Gift,4.0
The Zodiac Legacy: The Dragon's Return,4.12
Liquor,3.93
The Law of Moses,4.35
Mocha Chocolate: Taste A Piece Of Ecstasy,4.32
Lizzie,3.22
Star Maker,3.93
Breakfast at Sally's: One Homeless Man's Inspirational Journey,4.02
"Faust, First Part",3.93
The Chemistry of Death,4.09
Diamonds & Deceit,3.93
Twisted Tears,4.07
The Diary of Frida Kahlo: An Intimate Self-Portrait,3.88
Graevale,4.62
The Storyteller,4.05
Left Drowning,4.12
"This Is How: Proven Aid in Overcoming Shyness, Molestation, Fatness, Spinsterhood, Grief, Disease, Lushery, Decrepitude & More. For Young and Old Alike.",3.69
Parallel Stories: A Novel,3.71
Legal Affairs Boxed Set: Volumes 1-6,4.07
"The Other Wes Moore: One Name, Two Fates",3.84
My Bondage and My Freedom,4.35
Season of Mists,4.54
Egalia's Daughters: A Satire of the Sexes,3.96
Wheel Wolf,4.14
The Overlook,3.96
I Spy: A Book of Picture Riddles,4.33
The Billionaire's Forever,4.03
The Firework-Maker's Daughter,3.72
Fracture,4.6
The Patriot Threat,3.95
Blood Prophecy,4.2
Personality Insights For Moms (Personality Insights For ... Series),3.82
To Enter The Path,4.07
Westmark,3.92
The Suspicions of Mr. Whicher,3.5
Blood Relatives,3.87
Pieces of You,4.28
The Tent,3.69
The Street Lawyer,3.84
Highland Fling,3.75
Bloodlust,3.64
Everything is Illuminated & Extremely Loud and Incredibly Close,4.23
Apocalypse Dawn: The Earth's Last Days: The Battle Begins,4.15
"Victorian & Edwardian Fashions for Women, 1840 to 1919",3.76
Thunder Rising,4.42
The Departed,4.22
Wouldn't Take Nothing for My Journey Now,4.28
Come Find Me,3.87
Sailing to Sarantium,4.17
Artemis Fowl: The Graphic Novel,3.75
Cabel's Story,3.75
For the Love of Physics: From the End of the Rainbow to the Edge of Time - A Journey Through the Wonders of Physics,4.24
Homestuck Book One,4.47
The World Below,3.56
Watchers,3.88
The Bone Church,3.74
Everything's Eventual,3.97
Managed,4.32
Hell's Half Acre,4.18
In the Night Kitchen,4.02
The Whole Story: A Walk Around The World,3.99
The River Where Blood Is Born,4.3
The Language of Light,5.0
Deathscent,3.93
The Folklore of Discworld,3.99
Code Name Verity,4.03
The Great Match Race: When North Met South in America's First Sports Spectacle,4.06
The Open Doorway,4.45
Bury My Heart at Wounded Knee: An Indian History of the American West,4.22
Torment of Shadows,3.92
3rd Degree,4.02
The Black Book,3.97
Sacred Hunger,4.11
"The Desert Princess (The Sultan's Heir, #2)",4.56
A Sister's Promise,4.15
Empire,3.85
Pocket Apocalypse,4.04
Tintin in the Land of the Soviets,3.64
Cigarettes,3.98
The Mystery in the Old Attic,3.81
Casanova,3.05
"The Complete Works of Aristotle: The Revised Oxford Translation, Volume 2",4.55
Cliquetionary: The Wit and Wisdom of the Clique,3.66
Garrett,4.07
Your Favorite Seuss,4.45
Domain-Driven Design: Tackling Complexity in the Heart of Software,4.15
The Long Discourses of the Buddha: A Translation of the Digha Nikaya,4.47
"Blackamoores: Africans in Tudor England, Their Presence, Status and Origins",4.35
Heart of the Hunter,3.74
While Other People Sleep,3.98
Days of Blood & Starlight,4.15
First Among Equals,3.9
The Cutting,4.05
The Blind Owl,3.99
Marune: Alastor 933,4.03
Ooh! What a Lovely Pair: Our Story,4.11
Bad Things,4.3
Library Mouse,4.21
The Hero's Lot,4.35
Imagine: John Lennon,4.18
"The Morganville Vampires, #1-8",4.45
The Return of the Black Company,4.28
The Flight Attendant,3.48
A Tale of the Other Kind,3.63
Spring's Fury,3.98
The Confusion,4.26
The Flute of God,4.49
Klondike Tales,4.07
